Kecamatan,Periode_Idx,Step,Tanggal,PD_Prediksi,Total_Gizi_Kkal,Target_Beras,Target_Daging,Target_Telur,Target_Susu,Target_Sayur,Target_Minyak,Target_Ikan,Target_Buah,Biaya_Harian_IDR,Biaya_Semester_IDR,Jenjang
Tuahmadani,19,6,2029-01-01,4126,2939775.0,904.5462,141.1092,151.7303,240.9652,587.955,33.2554,293.9775,470.364,71035284.1,8524234091.999999,SMK
Binawidya,14,1,2027-07-01,84,41580.0,12.7938,1.9958,2.1461,3.4082,8.316,0.4704,4.158,6.6528,1004715.0,120565800.0,SLB
Binawidya,15,2,2027-01-01,82,40590.0,12.4892,1.9483,2.095,3.327,8.118,0.4592,4.059,6.4944,980794.6,117695352.0,SLB
Binawidya,16,3,2028-07-01,80,39600.0,12.1846,1.9008,2.0439,3.2459,7.92,0.448,3.96,6.336,956876.2,114825144.0,SLB
Binawidya,17,4,2028-01-01,79,39105.0,12.0323,1.877,2.0183,3.2053,7.821,0.4424,3.9105,6.2568,944908.6,113389032.0,SLB
Binawidya,18,5,2029-07-01,78,38610.0,11.88,1.8533,1.9928,3.1648,7.722,0.4368,3.861,6.1776,932957.8,111954936.0,SLB
Binawidya,19,6,2029-01-01,77,38115.0,11.7277,1.8295,1.9672,3.1242,7.623,0.4312,3.8115,6.0984,920990.2,110518824.0,SLB
Marpoyan Damai,14,1,2027-07-01,284,140580.0,43.2554,6.7478,7.2557,11.523,28.116,1.5903,14.058,22.4928,3396902.0,407628240.0,SLB
Marpoyan Damai,15,2,2027-01-01,284,140580.0,43.2554,6.7478,7.2557,11.523,28.116,1.5903,14.058,22.4928,3396902.0,407628240.0,SLB
Marpoyan Damai,16,3,2028-07-01,283,140085.0,43.1031,6.7241,7.2302,11.4824,28.017,1.5847,14.0085,22.4136,3384949.2,406193904.0,SLB
Marpoyan Damai,17,4,2028-01-01,283,140085.0,43.1031,6.7241,7.2302,11.4824,28.017,1.5847,14.0085,22.4136,3384949.2,406193904.0,SLB
Marpoyan Damai,18,5,2029-07-01,282,139590.0,42.9508,6.7003,7.2046,11.4418,27.918,1.5791,13.959,22.3344,3372981.5999999996,404757791.99999994,SLB
Marpoyan Damai,19,6,2029-01-01,282,139590.0,42.9508,6.7003,7.2046,11.4418,27.918,1.5791,13.959,22.3344,3372981.5999999996,404757791.99999994,SLB
Payung Sekaki,14,1,2027-07-01,29,14355.0,4.4169,0.689,0.7409,1.1766,2.871,0.1624,1.4355,2.2968,346861.4,41623368.0,SLB
Payung Sekaki,15,2,2027-01-01,29,14355.0,4.4169,0.689,0.7409,1.1766,2.871,0.1624,1.4355,2.2968,346861.4,41623368.0,SLB
Payung Sekaki,16,3,2028-07-01,30,14850.0,4.5692,0.7128,0.7665,1.2172,2.97,0.168,1.485,2.376,358829.0,43059480.0,SLB
Payung Sekaki,17,4,2028-01-01,31,15345.0,4.7215,0.7366,0.792,1.2578,3.069,0.1736,1.5345,2.4552,370793.8,44495256.0,SLB
Payung Sekaki,18,5,2029-07-01,32,15840.0,4.8738,0.7603,0.8175,1.2984,3.168,0.1792,1.584,2.5344,382746.6,45929592.0,SLB
Payung Sekaki,19,6,2029-01-01,33,16335.0,5.0262,0.7841,0.8431,1.3389,3.267,0.1848,1.6335,2.6136,394713.7,47365644.0,SLB
Rumbai,14,1,2027-07-01,106,52470.0,16.1446,2.5186,2.7081,4.3008,10.494,0.5936,5.247,8.3952,1267863.6,152143632.0,SLB
Rumbai,15,2,2027-01-01,105,51975.0,15.9923,2.4948,2.6826,4.2602,10.395,0.588,5.1975,8.316,1255898.8,150707856.0,SLB
Rumbai,16,3,2028-07-01,103,50985.0,15.6877,2.4473,2.6315,4.1791,10.197,0.5768,5.0985,8.1576,1231980.4,147837648.0,SLB
Rumbai,17,4,2028-01-01,101,49995.0,15.3831,2.3998,2.5804,4.098,9.999,0.5656,4.9995,7.9992,1208062.0,144967440.0,SLB
Rumbai,18,5,2029-07-01,100,49500.0,15.2308,2.376,2.5548,4.0574,9.9,0.56,4.95,7.92,1196094.4,143531328.0,SLB
Rumbai,19,6,2029-01-01,98,48510.0,14.9262,2.3285,2.5037,3.9762,9.702,0.5488,4.851,7.7616,1172174.0,140660880.0,SLB
Rumbai Timur,14,1,2027-07-01,110,54450.0,16.7538,2.6136,2.8103,4.4631,10.89,0.616,5.445,8.712,1315702.4,157884288.0,SLB
Rumbai Timur,15,2,2027-01-01,111,54945.0,16.9062,2.6374,2.8359,4.5037,10.989,0.6215,5.4945,8.7912,1327669.7,159320364.0,SLB
Rumbai Timur,16,3,2028-07-01,112,55440.0,17.0585,2.6611,2.8614,4.5443,11.088,0.6271,5.544,8.8704,1339622.5,160754700.0,SLB
Rumbai Timur,17,4,2028-01-01,113,55935.0,17.2108,2.6849,2.887,4.5848,11.187,0.6327,5.5935,8.9496,1351588.1,162190572.0,SLB
Rumbai Timur,18,5,2029-07-01,114,56430.0,17.3631,2.7086,2.9125,4.6254,11.286,0.6383,5.643,9.0288,1363540.9,163624908.0,SLB
Rumbai Timur,19,6,2029-01-01,115,56925.0,17.5154,2.7324,2.9381,4.666,11.385,0.6439,5.6925,9.108,1375508.5,165061020.0,SLB
Sail,14,1,2027-07-01,101,49995.0,15.3831,2.3998,2.5804,4.098,9.999,0.5656,4.9995,7.9992,1208062.0,144967440.0,SLB
Sail,15,2,2027-01-01,101,49995.0,15.3831,2.3998,2.5804,4.098,9.999,0.5656,4.9995,7.9992,1208062.0,144967440.0,SLB
Sail,16,3,2028-07-01,101,49995.0,15.3831,2.3998,2.5804,4.098,9.999,0.5656,4.9995,7.9992,1208062.0,144967440.0,SLB
Sail,17,4,2028-01-01,101,49995.0,15.3831,2.3998,2.5804,4.098,9.999,0.5656,4.9995,7.9992,1208062.0,144967440.0,SLB
Sail,18,5,2029-07-01,101,49995.0,15.3831,2.3998,2.5804,4.098,9.999,0.5656,4.9995,7.9992,1208062.0,144967440.0,SLB
Sail,19,6,2029-01-01,101,49995.0,15.3831,2.3998,2.5804,4.098,9.999,0.5656,4.9995,7.9992,1208062.0,144967440.0,SLB
Sukajadi,14,1,2027-07-01,32,15840.0,4.8738,0.7603,0.8175,1.2984,3.168,0.1792,1.584,2.5344,382746.6,45929592.0,SLB
Sukajadi,15,2,2027-01-01,32,15840.0,4.8738,0.7603,0.8175,1.2984,3.168,0.1792,1.584,2.5344,382746.6,45929592.0,SLB
Sukajadi,16,3,2028-07-01,32,15840.0,4.8738,0.7603,0.8175,1.2984,3.168,0.1792,1.584,2.5344,382746.6,45929592.0,SLB
Sukajadi,17,4,2028-01-01,32,15840.0,4.8738,0.7603,0.8175,1.2984,3.168,0.1792,1.584,2.5344,382746.6,45929592.0,SLB
Sukajadi,18,5,2029-07-01,32,15840.0,4.8738,0.7603,0.8175,1.2984,3.168,0.1792,1.584,2.5344,382746.6,45929592.0,SLB
Sukajadi,19,6,2029-01-01,32,15840.0,4.8738,0.7603,0.8175,1.2984,3.168,0.1792,1.584,2.5344,382746.6,45929592.0,SLB
Tenayan Raya,14,1,2027-07-01,327,161865.0,49.8046,7.7695,8.3543,13.2676,32.373,1.8311,16.1865,25.8984,3911223.6999999997,469346843.99999994,SLB
Tenayan Raya,15,2,2027-01-01,326,161370.0,49.6523,7.7458,8.3288,13.227,32.274,1.8255,16.137,25.8192,3899270.9,467912508.0,SLB
Tenayan Raya,16,3,2028-07-01,322,159390.0,49.0431,7.6507,8.2266,13.0648,31.878,1.8031,15.939,25.5024,3851422.0999999996,462170651.99999994,SLB
Tenayan Raya,17,4,2028-01-01,321,158895.0,48.8908,7.627,8.201,13.0242,31.779,1.7975,15.8895,25.4232,3839466.5,460735980.0,SLB
Tenayan Raya,18,5,2029-07-01,320,158400.0,48.7385,7.6032,8.1755,12.9836,31.68,1.7919,15.84,25.344,3827501.7,459300204.0,SLB
Tenayan Raya,19,6,2029-01-01,319,157905.0,48.5862,7.5794,8.1499,12.943,31.581,1.7863,15.7905,25.2648,3815534.1,457864092.0,SLB
Tuahmadani,14,1,2027-07-01,123,60885.0,18.7338,2.9225,3.1425,4.9906,12.177,0.6887,6.0885,9.7416,1471198.1,176543772.0,SLB
Tuahmadani,15,2,2027-01-01,128,63360.0,19.4954,3.0413,3.2702,5.1934,12.672,0.7167,6.336,10.1376,1531001.2,183720144.0,SLB
Tuahmadani,16,3,2028-07-01,137,67815.0,20.8662,3.2551,3.5001,5.5586,13.563,0.7671,6.7815,10.8504,1638645.1,196637412.0,SLB
Tuahmadani,17,4,2028-01-01,145,71775.0,22.0846,3.4452,3.7045,5.8832,14.355,0.8119,7.1775,11.484,1734334.7,208120164.0,SLB
Tuahmadani,18,5,2029-07-01,154,76230.0,23.4554,3.659,3.9345,6.2484,15.246,0.8623,7.623,12.1968,1841981.4,221037768.0,SLB
Tuahmadani,19,6,2029-01-01,162,80190.0,24.6738,3.8491,4.1388,6.573,16.038,0.9071,8.019,12.8304,1937668.2,232520184.0,SLB
